orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	3	112600	15.57	88700	142100	0.182170614448778	0.00582979445712095	0.47	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	4	1368200	3.38	1159800	1488600	0.0716120641792017	-0.0543499115699645	1.57	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	5	62000	6.6	15000	135800	-0.113554883528192	-0.141084553935963	13.64	together
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	5	566100	6.81	541500	566500	-0.159006333075112	-0.0386588951948227	0.75	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	9	137000	6.79	102100	238700	0.111388181693882	0.0928606980146104	5.94	together
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	10	356700	3.81	223600	419400	-0.0752272889340779	0.0291807972770518	0.71	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	11	190700	3.13	70200	341300	-0.0744900768540969	-0.0512508249975114	1.61	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	12	797400	9.3	738100	834700	0.123978343235447	-0.0491022751709989	1.14	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	13	102400	17.52	77000	133800	0.180482101231589	0.00161568211982188	0.53	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	13	848100	8.99	741300	881900	-0.114292249660787	-0.0426094549655825	1.24	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	14	238400	8.16	205700	283100	-0.12544941829898	0.0597110102833528	1.84	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	14	468400	12.8	432300	509900	-0.158811868156002	0.0830678306763661	4.2	oposite
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	15	156500	10.56	131000	178000	0.120979434035811	0.0288032295280268	0.64	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	gfp	15	868300	58.15	853800	879400	0.342259546666947	0.0201517597532389	0.81	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	mch	5	42500	17.51	32700	55100	-0.1623079990837	-0.105262341232008	6.45	together
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	mch	6	241900	6.66	214100	270000	-0.126885306754051	-0.0473348849101975	1.18	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	mch	7	252000	6.2	113000	303200	-0.103921565901689	0.00466232632253116	0.58	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	mch	8	458500	3.87	408200	554900	0.0655170818544475	0.0344625059215525	1.55	specific
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	mch	9	196900	8.53	148800	234600	0.131133264371778	0.10306144704781	5.74	together
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	mch	14	384900	5.79	349500	521100	0.0818936613830852	-0.098745812238813	5.36	oposite
YOR293W	RPS10A	a	2	1	190201	RPS10A_a_2_1	mch	15	525400	6.13	476100	555300	0.117958441246279	0.063817370504912	1.52	specific
