orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	gfp	8	141600	4.44	70000	210600	-0.0999843975465215	-0.0932985922585244	5.38	together
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	gfp	13	72000	20.7	22100	99400	0.194335491472651	-0.00829382287961189	0.7	specific
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	gfp	14	456300	4.78	424500	489500	-0.0731780251500325	0.14503809559024	12.67	oposite
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	gfp	15	43800	4.35	0	169500	0.0912967586277329	0.00441213147132002	0.53	specific
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	mch	2	620500	3.04	417600	689200	-0.0796195322772235	0.0325408463581507	0.84	specific
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	mch	5	193500	3.83	89600	327200	-0.0849358233204259	0.0175723678858728	0.51	specific
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	mch	8	86500	8.92	56100	127600	-0.132508531161048	-0.0804531361749126	3.23	together
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	mch	10	388300	3.11	103100	490100	0.0761469845336549	0.0152146059853078	0.93	specific
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	mch	11	400300	3.3	184700	504400	-0.0490437286041666	-0.0370618835288944	1.73	specific
YLR286C	CTS1	a	1	1	190201	CTS1_a_1_1	mch	14	470700	12.89	435600	517200	0.141953557986642	-0.0713145460647435	4.19	oposite
