orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	2	138300	3.74	59200	368700	-0.0832892847110571	-0.013263029336842	0.4	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	5	378400	3.15	324800	566500	-0.0593243227208027	-0.0435301679964726	1.21	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	7	391900	7.08	345200	445600	0.113096973463037	0.0184515090078888	0.83	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	8	175900	17.03	156000	197400	-0.16808771137957	-0.111341012750746	7.86	together
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	10	157600	14.18	129000	179000	0.161330567676128	0.143641996727103	12.61	together
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	11	219000	5.3	100200	289800	-0.0946641473069652	-0.0327292981752697	0.72	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	12	653800	5.15	621800	691600	-0.104499883260636	-0.0551367396991425	1.81	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	13	118800	44.19	103100	155900	0.277362917366322	-0.0404238560545702	2.14	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	14	219800	42.75	196100	237800	-0.275579821207001	-0.0463404919800952	0.66	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	15	410000	3.6	314100	565700	-0.0733863199246135	0.0157455851174107	0.63	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	15	758300	8.42	716300	792800	0.122196249444038	-0.0347452608399038	0.77	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	2	575400	12.11	529700	614500	-0.148103509679623	0.0439254489824893	0.74	specific
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	8	112800	12.93	78100	135300	-0.111614719515554	-0.109053978427395	7.96	together
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	10	123200	16	99200	147200	0.166271570515206	0.14089259696238	11.57	together
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	13	405000	3.29	355900	489200	0.0630192523147162	0.0774738357921804	5.01	together
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	14	465700	54.51	453400	476800	0.314233747947321	-0.0605231919507584	3.68	oposite
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	15	556000	4.28	510800	593800	0.0848600757209312	-0.0489132153709981	2.11	specific
