orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	1	156100	4.61	93400	207800	-0.0881829472398891	0.00593959840425484	0.4	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	2	134800	14.51	114500	154500	0.174687129633303	0.110823822629959	7.63	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	2	430000	3.17	372300	541000	-0.0808517620965383	-0.0292418028972495	1.71	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	3	131600	3.26	77400	184200	0.0640574356723425	-0.00484344396516867	0.41	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	4	171200	5.94	140400	215700	-0.111997784552986	-0.0730474410856906	3.87	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	4	691900	7.29	634800	763800	0.122261712852096	-0.0296749332840267	1.15	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	4	998800	3.91	945800	1055300	0.0790009861098818	0.00256414583454234	0.46	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	4	1374000	4.5	1332700	1430900	0.0932665353838835	-0.0308753811917035	0.71	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	5	397600	10.18	345600	445500	-0.124581319847954	-0.0532048066643045	1.92	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	7	379600	3.07	301900	425100	0.0978553949310588	0.0476924261367498	1.42	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	8	439500	11.16	398300	469900	-0.125370898694304	-0.0228101044753541	0.45	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	10	157500	11.42	123300	216500	-0.129963859092003	0.0372845423889692	0.48	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	11	222300	31.6	201300	278700	-0.213079422291021	-0.0462106242155839	3.01	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	12	326300	3.25	248100	387100	-0.0773547299291116	0.00638850335545516	0.4	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	12	842500	3.33	711000	1030600	-0.080673824051745	-0.010500237532963	0.61	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	13	22500	5.21	0	65900	-0.152834220513299	-0.0864352785080273	4.63	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	13	250800	16.25	224000	270600	0.179972978030762	0.0471524535058135	1.29	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	13	743100	5.62	669200	872700	0.0799410036074065	0.0255636497149591	0.52	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	14	165700	127.99	155200	176800	-0.505274724339746	-0.084204920392643	3.37	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	14	476400	11.39	454100	588100	0.160856664016217	0.30850945857528	48.73	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	15	164700	3.2	124300	233300	0.0958545807380354	-0.0304167707023572	0.52	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	15	700500	21.81	685200	730900	0.190659954645299	0.00913103841262991	0.58	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	gfp	16	176400	5.24	121700	365600	0.0973932772088914	0.0376116988928217	1.41	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	2	132700	7.67	86400	166900	0.110725079031919	0.175897629470104	14.47	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	2	600700	9.15	556000	632400	-0.115480586050899	0.0109432107821499	0.47	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	4	96100	5.56	0	190000	-0.0784902134460554	-0.0358796333469372	2.2	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	5	350800	3.49	235400	427300	-0.0602863821239908	-0.106761816043843	8.49	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	8	114100	9.24	84700	148300	-0.154153908029898	0.0106633595180951	0.45	specific
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	11	322600	6.42	281900	455600	-0.096467561372799	-0.17110545825149	18.78	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	13	67000	9.46	46600	84000	-0.12543734514847	-0.0858026412375267	3.09	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	14	108300	4.71	41000	230800	-0.0826058625495176	-0.418935940925146	84.9	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	14	460700	49.74	448500	482200	0.314935475211447	0.161572314571642	10.64	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	15	572900	9.89	516700	592200	0.117240754747489	0.0844459328194077	7.2	together
YGL202W	ARO8	a	0	1	180515	ARO8_a_0_1	mch	16	240500	3.72	182200	316000	0.07925540646415	0.0666839279808378	4.03	together
