orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	gfp	5	394100	6.58	357200	454500	-0.106192684622091	-0.0185453756789272	1.19	specific
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	gfp	7	371400	4.01	315600	413200	0.0946228399192585	0.00935136445626628	0.4	specific
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	gfp	11	216000	5.56	141600	297600	-0.0736747065936609	-0.081122077747429	2.74	specific
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	gfp	12	666300	301.07	655600	674300	-0.92463971171887	-0.532783897033824	156.56	together
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	gfp	13	381700	7.38	312400	436800	0.130606810218431	0.0650335947179593	3.24	together
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	gfp	15	160000	12.7	134600	184400	-0.146003021750211	-0.0479765135718587	2.01	specific
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	mch	2	586200	4.23	535800	636000	-0.0858504605466815	-0.0336981737653747	0.98	specific
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	mch	4	228800	4.6	156400	321800	-0.0967876498211338	-0.0544291436254708	2.49	specific
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	mch	12	666800	156.57	651700	674900	-0.532280896399886	-0.922409471464479	301.06	together
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	mch	13	63800	6.02	0	91700	-0.0945494112868221	0.0672020868787083	3.3	oposite
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	mch	13	363400	3.96	288900	430200	0.0798410673158656	0.123979700947508	6.94	together
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	mch	14	458500	33.52	443400	482000	0.250663563606656	0.0292294378447301	0.69	specific
