orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	7	113100	8.67	77900	214700	-0.106746665913321	-0.0579529850306634	2.46	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	7	478800	16.93	453700	507200	-0.171414598681717	-0.03182471025467	1.5	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	9	42300	4.51	0	104300	0.0819162949147288	0.0293694904143506	1.26	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	10	100500	3.19	0	160200	0.0708472306153397	0.0288174542997756	0.99	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	12	689700	24.11	672100	708500	-0.203200450490859	-0.106238522306253	6.2	together
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	13	420300	4.18	66700	469400	-0.0628746982556441	0.0171279795389668	1.07	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	14	478300	24.42	457300	498700	0.210316042818673	0.258402058340283	38.83	together
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	15	145100	288.1	135600	152200	-0.839396465089596	-0.200489861377087	27.07	together
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	15	603300	14.08	582800	644400	0.151776380420924	-0.0178520440031127	0.69	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	16	428100	3.38	307700	471700	0.0643831089270731	-0.0215332248473165	0.9	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	6	206400	4.54	103900	270000	-0.0712695797213082	0.0108809662349251	0.45	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	7	175600	3.98	87700	249000	-0.0854354035301939	-0.105825466511381	7.64	together
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	8	64000	3.11	0	143900	-0.0647465063601198	-0.00289763831772671	0.56	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	11	301800	4.45	234100	337300	-0.0552793871802391	-0.0142168626429215	0.79	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	12	701800	6.6	622000	755200	-0.100538997514066	-0.200361112544672	23.02	together
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	13	61500	10.64	37800	89200	-0.138688853240662	-0.0386853391619425	1.99	specific
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	14	465100	40.42	446500	480200	0.26730933725132	0.212294634121017	23.2	together
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	15	119600	28.69	104900	149500	-0.199251401297761	-0.771176460786591	278.19	together
